,title,genres,keywords,cast,director,images
3493,Morvern Callar,Drama,independent film woman director,Samantha Morton Kathleen McDermott James Wilson Dolly Wells Paul Popplewell,Lynne Ramsay,/6DFmcjeIxlaBC7uhQpw6YnkPpzQ.jpg
3494,Beastmaster 2: Through the Portal of Time,Action Adventure Fantasy Science Fiction,based on novel time travel sequel psychotronic sword and sandal,Marc Singer Kari Wuhrer Sarah Douglas Wings Hauser Robert Fieldsteel,Sylvio Tabet,
3495,The 5th Quarter,Drama,american football loss of brother funeral sport prayer,Aidan Quinn Andie MacDowell Ryan Merriman Michael Harding Stacy Earl,Rick Bieber,/4NQt80Beh9CYf3fMDpbEVl5MTgq.jpg
3496,The Flower of Evil,Drama,return suppressed past bourgeoisie mayor elections suspense,Beno\u00eet Magimel M\u00e9lanie Doutey Suzanne Flon Bernard Le Coq Nathalie Baye,Claude Chabrol,/osPfgq5zKWZrkXxb6rMvWzwyt8J.jpg
3497,The Greatest,Drama,woman director,Pierce Brosnan Susan Sarandon Carey Mulligan Aaron Taylor-Johnson Johnny Simmons,Shana Feste,/fQehemJNDIKfGcmTnvm5SqQ7kgr.jpg
3498,Snow Flower and the Secret Fan,Drama History,fan duringcreditsstinger,Li Bingbing Jun Ji-hyun Hugh Jackman Vivian Wu Jiang Wu,Wayne Wang,/5W3UbsivuDocbOAApynowtjLtUH.jpg
3499,Come Early Morning,Drama Romance,bar motel one-night stand beer blonde,Ashley Judd Laura Prepon Jeffrey Donovan Stacy Keach Scott Wilson,Joey Lauren Adams,/3rBP8uP67QDfBqwBxmgrbl0AoVs.jpg
3500,Lucky Break,Action Comedy,,James Nesbitt Olivia Williams Timothy Spall Christopher Plummer Bill Nighy,Peter Cattaneo,
3501,Julia,Drama,friends playwright,Jane Fonda Vanessa Redgrave Jason Robards Maximilian Schell Hal Holbrook,Fred Zinnemann,/iAgMjPnY0jsQnIQkZbVHQu9Cbpk.jpg
3502,"Surfer, Dude",Comedy,surfing sport,Matthew McConaughey Jeffrey Nordling Willie Nelson Woody Harrelson Zachary Knighton,S.R. Bindler,/cZ4uvNu0fbMOjbXn1U24O56wqdN.jpg
3503,Lake of Fire,Documentary,,Noam Chomsky Bill Baird Flip Benham,Tony Kaye,
3504,11:14,Crime Drama Thriller,alcohol sex robbery secret gun,Henry Thomas Blake Heron Barbara Hershey Hilary Swank Clark Gregg,Greg Marcks,/8XPw0L1RlH5kjt61leLzXXRM3Md.jpg
3505,Men of War,Action Thriller,asia island mercenary independent film jungle,Dolph Lundgren Charlotte Lewis BD Wong Tim Guinee Catherine Bell,Perry Lang,/xjgPzyORwBwHnkiLZHNCUQfA64S.jpg
3506,Don McKay,Crime Mystery Thriller,independent film,Thomas Haden Church Elisabeth Shue Melissa Leo M. Emmet Walsh Keith David,Jake Goldberger,
3507,Deadfall,Crime Drama Thriller,partner murder on the run fugitive crime,Eric Bana Olivia Wilde Charlie Hunnam Patrick Kerton Kris Kristofferson,Stefan Ruzowitzky,/vJTpt1O4ujcanoH1gqXao51b6JU.jpg
3508,A Shine of Rainbows,Drama Family,orphan rainbow,Connie Nielsen Aidan Quinn John Bell Tara Alice Scully Niamh Shaw,Vic Sarin,/sVBJsi0xuQ79qm9IUPzAKmbPnP3.jpg
3509,The Hit List,Action Thriller,,Cuba Gooding Jr. Cole Hauser Jonathan LaPaglia Ginny Weirick Sean Cook,William Kaufman,/eoeNBm7pS4pgf9p7yt0Fjzbg80M.jpg
3510,Emma,Romance Comedy Drama,,Romola Garai Michael Gambon Jonny Lee Miller Louise Dylan Blake Ritson,Jim O'Hanlon,
3511,Videodrome,Horror Mystery Science Fiction,suicide tv show hallucination tv station radio presenter,James Woods Sonja Smits Deborah Harry Peter Dvorsky Jack Creley,David Cronenberg,/kIQszOniJOd1ULFUfdk4yDR0W5c.jpg
3512,The Spanish Apartment,Drama Comedy Romance,paris barcelona spain alcohol roommate single,Romain Duris Audrey Tautou Kelly Reilly C\u00e9cile de France Cristina Brondo,C\u00e9dric Klapisch,/kiSderXBFLpkSp7dZ5RQkHOD5nh.jpg
3513,Song One,Drama,woman director,Anne Hathaway Johnny Flynn Mary Steenburgen Ben Rosenfield Lola Kirke,Kate Barker-Froyland,/AckDhp2FYTD9AbhpDCk6HyrjNc8.jpg
3514,Winter in Wartime,Drama History War,netherlands world war ii,Martijn Lakemeier Melody Klaver Yorick van Wageningen Jamie Campbell Bower Raymond Thiry,Martin Koolhoven,/dotY8NsIZvhpCj9MZhK8LUADWdr.jpg
3515,Freaky Deaky,Comedy,bomb squad ex-fugitive freaky,Christian Slater Michael Jai White Crispin Glover Billy Burke Breanne Racano,Charles Matthau,/8ye8c0SnkHclA56tbkg5avnpb6W.jpg
3516,The Train,Action Drama Thriller War,paris france world war ii nazis hijacking of train,Burt Lancaster Paul Scofield Jeanne Moreau Suzanne Flon Michel Simon,John Frankenheimer,/kRQOykxekL7Lr77NHbmIHt8iyLt.jpg
3517,Trade Of Innocents,Drama Thriller,,Dermot Mulroney Mira Sorvino John Billingsley Trieu Tran Ki\u1ec1u Chinh,Christopher Bessette,
3518,The Protector,Action Crime Drama Thriller,buddhism elephant sydney australia fighter,Tony Jaa Petchtai Wongkamlao Bongkoj Khongmalai Xing Jing Nathan Jones,Prachya Pinkaew,/zKwoRzIyTRoettyqy7KAfiYG58j.jpg
3519,Stiff Upper Lips,Comedy,italy victorian england young woman,Georgina Cates Peter Ustinov Prunella Scales Samuel West Sean Pertwee,Gary Sinyor,
3520,Bend It Like Beckham,Comedy Drama Romance,london england tradition indian lead culture clash immigration,Parminder Nagra Keira Knightley Jonathan Rhys Meyers Anupam Kher Shaheen Khan,Gurinder Chadha,/ggHg64UNbLmLmbDw30eHzVGjoz8.jpg
3521,Sunshine State,Drama,independent film,Alan King Angela Bassett Timothy Hutton Mary Steenburgen Clifton James,John Sayles,
3522,Crossover,Action Adventure Drama,street gang black people sport high school sports,Anthony Mackie Marcello Thedford Allen Payne Wesley Jonathan Wayne Brady,Preston A. Whitmore II,/w5F3im9eEAzu9DF3LfbslhOQIRq.jpg
3523,Khiladi 786,Action Comedy,,Akshay Kumar Asin Thottumkal Himesh Reshammiya Mithun Chakraborty Raj Babbar,Ashish R. Mohan,/efoJHqEwN2BaE7gnFUDMcv4dFZV.jpg
3524,[REC]²,Thriller Horror,religion and supernatural blood sample occult swat team gas mask,Manuela Velasco Ferran Terraza Claudia Silva Javier Botet Pablo Rosso,Jaume Balaguer\u00f3,/nKkvSOfzm80DXIfdOIZn8Laa3oG.jpg
3525,Standing Ovation,Comedy Music Family,,Kayla Jackson Kayla Raparelli Sal Dupree Al Sapienza Alexis Biesiada,Stewart Raffill,
3526,The Sting,Comedy Crime Drama,chicago bet horse race repayment con man,Paul Newman Robert Redford Robert Shaw Charles Durning Ray Walston,George Roy Hill,/1r9lH3DaSWKGyvZaoo6BF5STOk5.jpg
3527,Chariots of Fire,Drama History,underdog scotland jewry patriotism olympic games,Ben Cross Ian Charleson Cheryl Campbell Alice Krige Nigel Havers,Hugh Hudson,/qgPYU8xDYiZPKapK0sOvfIEKRtH.jpg
3528,Diary of a Mad Black Woman,Comedy Drama Romance,,Kimberly Elise Steve Harris Tyler Perry Shemar Moore Vickie Eng,Darren Grant,/mh4NCE0qrX2zTVtQWMGmFKfOxev.jpg
3529,Shine,Drama,letter jumping child prodigy pool pianist,Geoffrey Rush Noah Taylor Armin Mueller-Stahl Justin Braine Sonia Todd,Scott Hicks,/8yiVe69Y2Sgey87fv7vm01XQZcZ.jpg
3530,Don Jon,Romance Comedy Drama,pornography sex sex addiction male female relationship internet porn,Joseph Gordon-Levitt Scarlett Johansson Julianne Moore Tony Danza Glenne Headly,Joseph Gordon-Levitt,/4QBI1pdjr2hH1fgC8NqwZZnWNso.jpg
3531,High Plains Drifter,Western,gunslinger desperation outlaw,Clint Eastwood Verna Bloom Marianna Hill Mitchell Ryan Jack Ging,Clint Eastwood,/pxwaKSp8x4gL4EAGfpEZml542fi.jpg
3532,Ghost World,Comedy Drama,high school friends art class record collector plaster personal ad,Thora Birch Scarlett Johansson Steve Buscemi Brad Renfro Bob Balaban,Terry Zwigoff,/o7zvlk0HCxRf13Im9ZpZ4okHehr.jpg
3533,Iris,Drama Romance,based on novel new love love of one's life retiree aging,Judi Dench Jim Broadbent Kate Winslet Hugh Bonneville Penelope Wilton,Richard Eyre,/xoLuu4u6CpiL72n5nLo2f4H9613.jpg
3534,Galaxina,Comedy Science Fiction,android harley davidson cryogenics space travel love,Dorothy Stratten Stephen Macht Avery Schreiber Lionel Mark Smith J.D. Hinton,William Sachs,/nSqtkiq4ZKeJLaWatUSeGKNYoji.jpg
3535,The Chorus,Drama,penalty choir diary musical boy's choir,G\u00e9rard Jugnot Fran\u00e7ois Berl\u00e9and Kad Merad Jean-Paul Bonnaire Marie Bunel,Christophe Barratier,/vcPCnRQSsZaCJJ9q75u7dWCh3c2.jpg
3536,Mambo Italiano,Comedy Romance,gay father son relationship sex italo-american lovesickness,Luke Kirby Ginette Reno Paul Sorvino Mary Walsh Peter Miller,\u00c9mile Gaudreault,/tjlVklWsCrJH2XkoT1I2LIXvkvC.jpg
3537,Wonderland,Crime Drama Mystery Thriller,robbery junkie investigation porno star murder,Val Kilmer Dylan McDermott Kate Bosworth Josh Lucas Lisa Kudrow,James Cox,/wYHBJ0UoBgBVAuewtpQeDD9fd16.jpg
3538,Do the Right Thing,Drama,black people italo-american police brutality sun glasses culture clash,Danny Aiello Ossie Davis Ruby Dee Richard Edson Giancarlo Esposito,Spike Lee,/muby9Ikal2tRAsUQhNG3OQr9Ant.jpg
3539,Harvard Man,Drama,gambling sex college basketball mafia,Sarah Michelle Gellar Adrian Grenier Joey Lauren Adams Eric Stoltz Rebecca Gayheart,James Toback,/qzGlf4inOywacggcuLpmV2ztczn.jpg
3540,Le Havre,Drama Comedy,poverty policeman shoe shiner northern france,Andr\u00e9 Wilms Kati Outinen Blondin Miguel Elina Salo Evelyne Didi,Aki Kaurism\u00e4ki,/eAtg0bP9vySbT8pGs14yLJU6Jwf.jpg
3541,Irreversible,Drama Thriller Crime Mystery,paris prostitute rape sex nudity,Monica Bellucci Vincent Cassel Albert Dupontel Jo Prestia Philippe Nahon,Gaspar No\u00e9,/xV1EfNSEg6id6juJPr1vM6p9x5X.jpg
3542,R100,Comedy Drama,dominatrix bdsm,Nao Omori Mao Daichi Shinobu Terajima Hairi Katagiri Eriko Sat\u00f4,Hitoshi Matsumoto,/iaU66b7exl83FMgVyRmrklpdswN.jpg
3543,Rang De Basanti,Drama,new delhi india students' movement war of independence student celebration,Aamir Khan Soha Ali Khan Alice Patten Sharman Joshi Kunal Kapoor,Rakeysh Omprakash Mehra,/wZEPdR7gGwH6MzfXFDXwJLRBBpI.jpg
3544,Animals,Drama,,David Dastmalchian Kim Shaw John Heard John Hoogenakker Shon McGregory,Collin Schiffli,/msTXIFjyr9EOncRvTHGoZ1qdXpz.jpg
3545,Salvation Boulevard,Comedy Thriller Action Drama,pastor church service spirituality religion,Jennifer Connelly Marisa Tomei Pierce Brosnan Ed Harris Greg Kinnear,George Ratliff,/apMLieYY9z6tgBHLbCA7wsuar02.jpg
3546,The Ten,Comedy,independent film ventriloquist dummy multiple storylines sabbath brain scan,Paul Rudd Adam Brody Jon Hamm Winona Ryder Ken Marino,David Wain,/mOg01JfgnE7AZBtANSSsMjhP5oC.jpg
3547,A Room for Romeo Brass,Drama Comedy Foreign,rejection friendship youth,Paddy Considine Andrew Shim Frank Harper Vicky McClure Johann Myers,Shane Meadows,
3548,Headhunters,Thriller Crime,death of lover art thief art gallery police investigation,Aksel Hennie Nikolaj Coster-Waldau Synn\u00f8ve Macody Lund Julie R. \u00d8lgaard Eivind Sander,Morten Tyldum,/gVX2UZwAcxbHQnec006jeGlvYvR.jpg
3549,Grabbers,Science Fiction Comedy Thriller Horror,monster ireland drunk beheaded,Richard Coyle Ruth Bradley Russell Tovey Bronagh Gallagher David Pearse,Jon Wright,/5K48XnTHILZlQUPbONWRF9669c8.jpg
3550,Saint Ralph,Comedy Drama,sport independent film,Adam Butcher Campbell Scott Michael Kanev Gordon Pinsent Tamara Hope,Michael McGowan,/nSivqMPO7jw0x6byc80Xr4ZKQ8g.jpg
3551,Miss Julie,Drama,love triangle love irish valet woman director,Jessica Chastain Colin Farrell Samantha Morton Nora McMenamy,Liv Ullmann,/z9NWUGUu2l0lkz6TxhzdIMkJ7Am.jpg
3552,Somewhere in Time,Science Fiction Drama Fantasy Romance,time travel playwright 1910s,Christopher Reeve Jane Seymour Christopher Plummer Teresa Wright Bill Erwin,Jeannot Szwarc,/gozX9meRWsHT4P15Jao1WvQM2tE.jpg
3553,Dum Maaro Dum,Drama Action Crime Foreign,goa drug bust rave party,Abhishek Bachchan Bipasha Basu Deepika Padukone Rana Daggubati Prateik Babbar,Rohan Sippy,
3554,Insidious: Chapter 2,Horror Thriller,haunted house possession demon family ghost,Patrick Wilson Rose Byrne Ty Simpkins Lin Shaye Barbara Hershey,James Wan,/uwivrZ7vIeP0HNkE5gKavzhZNpG.jpg
3555,Saw II,Horror,riddle serial killer,Tobin Bell Shawnee Smith Donnie Wahlberg Franky G Glenn Plummer,Darren Lynn Bousman,/el6KuGEa3z4JwnsmLSlD0BCCedH.jpg
3556,10 Cloverfield Lane,Thriller Science Fiction Drama,kidnapping bunker paranoia basement survivalist,Mary Elizabeth Winstead John Goodman John Gallagher Jr. Bradley Cooper Douglas M. Griffin,Dan Trachtenberg,/5uLqjVQlKNR4MbOeuheaRihPxAx.jpg
3557,Jackass: The Movie,Documentary Comedy,disgust pain stunts music video stuntman,Johnny Knoxville Bam Margera Steve-O Chris Pontius Dave England,Jeff Tremaine,/t16qoOYC5rgkgKA7LWj8E5Nt9SL.jpg
3558,Lights Out,Horror Thriller,suicide darkness basement based on short story fear of the dark,Teresa Palmer Maria Bello Gabriel Bateman Alexander DiPersia Alicia Vela-Bailey,David F. Sandberg,/paJ5iJfWHl9dFv3zq70HW2P4VRk.jpg
3559,Paranormal Activity 3,Horror,witch sister sister relationship sequel prequel haunting,Katie Featherston Sprague Grayden Lauren Bittner Christopher Nicholas Smith Chloe Csengery,Henry Joost,/oYmgOhICbuhEEVvdQlD6YF8VwDn.jpg
3560,Ouija,Horror,death of a friend swimming pool ouija ouija board teenager,Olivia Cooke Ana Coto Daren Kagasoff Bianca A. Santos Douglas Smith,Stiles White,/4vYjo8UJReZ2pFsW56t4AGfsqBp.jpg
3561,A Nightmare on Elm Street 3: Dream Warriors,Horror Thriller,group therapy nightmare hypnosis trapped alcoholic,Robert Englund Patricia Arquette Heather Langenkamp John Saxon Craig Wasson,Chuck Russell,/euXJlfeYSyrdkOoFQ9gtUG8OOhH.jpg
3562,Instructions Not Included,Comedy Drama,bachelor vespa,Loreto Peralta Eugenio Derbez Jessica Lindsey Daniel Raymont Hugo Stiglitz,Eugenio Derbez,/o80wcSqQZj5o8jD2Q4bvbqVxD0D.jpg
3563,Paranormal Activity 4,Horror,garage poltergeist webcam imaginary friend bathtub,Katie Featherston Kathryn Newton Matt Shively Aiden Lovekamp Brady Allen,Henry Joost,/eq68gWGBtumauGYFV1FCJ20kXFU.jpg
3564,The Robe,Drama,crucifixion ancient rome,Richard Burton Jean Simmons Victor Mature Jay Robinson Richard Boone,Henry Koster,/9ijTrSunhZiTDMdc3uN4ZuXCzuU.jpg
3565,The Return of the Pink Panther,Comedy,robbery diamant c\u00f4te d'azur inspector panther,Peter Sellers Christopher Plummer Herbert Lom Catherine Schell Peter Arne,Blake Edwards,/uL6sytOAcWwfEq9xr1THuNcsR2A.jpg
3566,Freddy's Dead: The Final Nightmare,Horror Thriller Comedy,amnesia nightmare alternate dimension psychologist memory loss,Robert Englund Lisa Zane Shon Greenblatt Lezlie Deane Ricky Dean Logan,Rachel Talalay,/tyUTNUtKUHvBpd0xnrwb0BVgjQs.jpg
3567,Monster,Crime Drama,female nudity prostitute rape sexual abuse desperation,Charlize Theron Christina Ricci Bruce Dern Lee Tergesen Annie Corley,Patty Jenkins,/awQwyN5Qau8HsBfCi1hI7nmFPOa.jpg
3568,"20,000 Leagues Under the Sea",Adventure Drama Science Fiction,diving ocean submarine jules verne captain,Kirk Douglas James Mason Paul Lukas Peter Lorre Robert J. Wilke,Richard Fleischer,/pIBZpX9H6U6Nk6gbyWTD4rFKEqq.jpg
3569,Paranormal Activity: The Marked Ones,Horror Thriller,supernatural demon found footage,Andrew Jacobs Richard Cabral Carlos Pratts Eddie J. Fernandez Jorge Diaz,Christopher B. Landon,/eAISoFMi29BVBKH1VRpne4mJ26K.jpg
3570,The Elephant Man,Drama History,exploitation biography hospital curiosity sideshow,Anthony Hopkins John Hurt Anne Bancroft John Gielgud Wendy Hiller,David Lynch,/1YlaU9vXlD4K5EBGZKjaCb9rJb9.jpg
3571,Dallas Buyers Club,Drama History,women aids biography based on true story hiv,Matthew McConaughey Jennifer Garner Jared Leto Denis O'Hare Steve Zahn,Jean-Marc Vall\u00e9e,/jHwASc8hBtdfRGUmxS6pq5mHiyN.jpg
3572,The Lazarus Effect,Thriller Horror,terror experiment afterlife paranormal violence,Olivia Wilde Mark Duplass Donald Glover Evan Peters Sarah Bolger,David Gelb,/1zfWZyaoRQOKSSCbyWMxZRZWZVa.jpg
3573,Memento,Mystery Thriller,individual insulin tattoo waitress amnesia,Guy Pearce Carrie-Anne Moss Joe Pantoliano Mark Boone Junior Stephen Tobolowsky,Christopher Nolan,/q2CtXYjp9IlnfBcPktNkBPsuAEO.jpg
3574,Oculus,Horror,hallucination supernatural mirror skepticism ghost,Karen Gillan Brenton Thwaites Katee Sackhoff James Lafferty Rory Cochrane,Mike Flanagan,/dm2OB35mOLkkOKZMnHNMN1DnJvU.jpg
3575,Clerks II,Comedy,independent film aftercreditsstinger duringcreditsstinger,Brian O'Halloran Jeff Anderson Jason Mewes Kevin Smith Rosario Dawson,Kevin Smith,/tdVeR7jZXIVxvMZHXJhtbh5ySs3.jpg
3576,Billy Elliot,Drama Comedy Music,workers' quarter dancing class strike northern england scholarship,Jamie Bell Julie Walters Jean Heywood Jamie Draven Gary Lewis,Stephen Daldry,/29J7uZUKixJ7Rm76JkjUW9DCi4R.jpg
3577,The Way Way Back,Comedy Drama,shyness beach bicycle conversation friendship,Liam James Steve Carell Toni Collette AnnaSophia Robb Sam Rockwell,Nat Faxon,/nKcRSgXbjHv4ZKUawWKkZ6zhKEf.jpg
3578,House Party 2,Comedy,,Martin Lawrence Christopher Martin Christopher Reid Paul Anthony Tisha Campbell-Martin,Doug McHenry,/gZgld988AdMqO5Xu4QNfypyainM.jpg
3579,The Man from Snowy River,Family Drama Action Western Romance,regret river horse ranch australia,Tom Burlinson Terence Donovan Kirk Douglas Tommy Dysart Bruce Kerr,George T. Miller,/9Gfwcae2LtvzGG2UvQ3Li5nvpxD.jpg
3580,Doug's 1st Movie,Animation Family Comedy,journalism dance daydream friendship pollution,Thomas McHugh Fred Newman Chris Phillips Constance Shulman,Maurice Joyce,/3npRyomWdKakTpVTz49csQbX0UW.jpg
3581,The Apostle,Drama,christianity coma jealousy radio station texas,Robert Duvall Billy Bob Thornton June Carter Cash Farrah Fawcett Miranda Richardson,Robert Duvall,/beQp5TtuIe4ZEwGmcUF5qCnjDF8.jpg
3582,Mommie Dearest,Drama,ax biography sociopath lawyer mansion,Faye Dunaway Diana Scarwid Steve Forrest Howard Da Silva Mara Hobel,Frank Perry,/eTZBHFECFVV3gmtEV90CMnq2qa9.jpg
3583,Our Idiot Brother,Comedy Drama,brother sister relationship sister sister relationship family clan idealist duringcreditsstinger,Paul Rudd Elizabeth Banks Zooey Deschanel Emily Mortimer Adam Scott,Jesse Peretz,/wu3xZhGNI6brxJmm1SLU2gJd7HY.jpg
3584,Race,Action Drama,olympic games biography sport historical figure nazi germany,Stephan James Jason Sudeikis Carice van Houten Jeremy Irons Amanda Crew,Stephen Hopkins,/rF5o00SF2OnISy69FKWaNX9BSI6.jpg
3585,The Players Club,Drama,strip club stripper dominatrix cat fight,LisaRaye McCoy Dick Anthony Williams Judyann Elder Chrystale Wilson Adele Givens,Ice Cube,/fE2QrisVe1ETZPblAzhUZKQbLVs.jpg
3586,"As Above, So Below",Horror Thriller,paris treasure catacombs scientist singing in a car,Perdita Weeks Ben Feldman Edwin Hodge Fran\u00e7ois Civil Marion Lambert,John Erick Dowdle,/q6AzfDqhbmukD50R46lRMpelGRL.jpg
3587,Addicted,Drama Thriller,infidelity obsession lie sin interracial relationship,Boris Kodjoe Brandon Gonzales Cameron Mills Emayatzy Corinealdi Garrett Hines,Bille Woodruff,/aqqoDJs8vYp2EZ74aQ1UMY0sjM7.jpg
3588,Eve's Bayou,Drama,sister sister relationship menstruation superstition independent film curse,Jurnee Smollett Meagan Good Lynn Whitfield Samuel L. Jackson Debbi Morgan,Kasi Lemmons,/ncNEi4CsA5139XsNUlYZP8zGh7d.jpg
3589,Still Alice,Drama,mother professor illness,Julianne Moore Alec Baldwin Kristen Stewart Kate Bosworth Shane McRae,Richard Glatzer,/yAF8ji93almEr5mk3pBezYWtTd5.jpg
3590,The Egyptian,History Drama,egypt,Jean Simmons Victor Mature Gene Tierney Peter Ustinov Edmund Purdom,Michael Curtiz,/c5ReM0i9XebmEb8bArlJYlVfsjj.jpg
3591,Nighthawks,Action Crime Thriller,,Sylvester Stallone Rutger Hauer Billy Dee Williams Lindsay Wagner Persis Khambatta,Bruce Malmuth,/cGRZ8FvljWlwxtaxTrakx2OmhOA.jpg
3592,Friday the 13th Part VIII: Jason Takes Manhattan,Horror Thriller,new york boat mask psychopath high school,Kane Hodder Jensen Daggett Scott Reeves Barbara Bingham Peter Mark Richman,Rob Hedden,/wso012gKziMLR6J2LlYEO74tzy9.jpg
3593,My Big Fat Greek Wedding,Comedy Drama Romance,usa parents kids relationship greece culture clash midlife crisis,Nia Vardalos John Corbett Lainie Kazan Michael Constantine Andrea Martin,Joel Zwick,/fVTnLr5hQld6MGphukGE7LwQqmy.jpg
3594,Spring Breakers,Drama Crime,female nudity sex florida drug dealer nudity,James Franco Selena Gomez Vanessa Hudgens Ashley Benson Rachel Korine,Harmony Korine,/eINHLmQNce1UoLuKlqKBvJK12Sd.jpg
3595,Halloween: The Curse of Michael Myers,Horror Thriller,mass murder nudity halloween attempt to escape cult,Donald Pleasence Paul Rudd Marianne Hagan Mitchell Ryan Kim Darby,Joe Chappelle,/c0XKcEX1IvqDUkOlt8XrmKh1AtI.jpg
3596,Y Tu Mamá También,Drama Romance,mexico sex beach group sex male friendship,Gael Garc\u00eda Bernal Diego Luna Maribel Verd\u00fa Ana L\u00f3pez Mercado Diana Bracho,Alfonso Cuar\u00f3n,/9G6m2ZFmtiX7IfbJ7b794UyDI80.jpg
3597,Shaun of the Dead,Horror Comedy,record collection flower cheese pub surrey,Simon Pegg Nick Frost Kate Ashfield Lucy Davis Dylan Moran,Edgar Wright,/mrdHbaCp3ysDrzUHle5eQlY9Vzu.jpg
3598,The Haunting of Molly Hartley,Drama Horror,,Haley Bennett Jake Weber Chace Crawford Shannon Woodward Shanna Collins,Mickey Liddell,/hrP03tZLdxiEdkRDqIE3kIWEP29.jpg
