,title,genres,keywords,cast,director,images
3398,Wah-Wah,Drama,adultery brain tumor south africa alcoholism divorce,Gabriel Byrne Emily Watson Julie Walters Nicholas Hoult Miranda Richardson,Richard E. Grant, 
3399,The Boondock Saints,Action Thriller Crime,arbitrary law boston twin brother russian mafia prologue,Willem Dafoe Norman Reedus Sean Patrick Flanery David Della Rocco David Ferry,Troy Duffy, 
3400,Z Storm,Crime Thriller,,Louis Koo Gordon Lam Ka-Tung Dada Chan Janelle Sing Michael Wong,David Lam, 
3401,Twixt,Horror Thriller,sheriff vampire orphanage writer edgar allen poe,Val Kilmer Bruce Dern Ben Chaplin Elle Fanning Joanne Whalley,Francis Ford Coppola, 
3402,The Snow Queen,Animation Fantasy,,Ivan Okhlobystin Dmitriy Nagiev Lyudmila Artemeva Anna Ardova Elizaveta Arzamasova,Vladlen Barbe, 
3403,Alpha and Omega: The Legend of the Saw Tooth Cave,Family Animation Comedy Adventure,,Dee Dee Greene Ben Diskin Lindsay Torrance Kate Higgins Christopher Corey Smith,Richard Rich, 
3404,Pale Rider,Romance Western,gunslinger showdown marshal blackmail mine,Clint Eastwood Michael Moriarty Carrie Snodgress Chris Penn Richard Dysart,Clint Eastwood, 
3405,Stargate: The Ark of Truth,Adventure Science Fiction,wormhole space travel supernatural powers spaceship alien,Ben Browder Amanda Tapping Christopher Judge Michael Shanks Beau Bridges,Robert C. Cooper, 
3406,Dazed and Confused,Comedy Drama,1970s texas high school comedy coming of age,Jason London Rory Cochrane Wiley Wiggins Sasha Jenson Michelle Burke,Richard Linklater, 
3407,High School Musical 2,Comedy Drama Family Music,musical music summer teenager summer job,Zac Efron Vanessa Hudgens Ashley Tisdale Lucas Grabeel Corbin Bleu,Kenny Ortega, 
3408,Two Lovers and a Bear,Drama Romance,small town lovers bear north pole,Dane DeHaan Tatiana Maslany Gordon Pinsent John Ralston Joel Gagne,Kim Nguyen, 
3409,Criminal Activities,Thriller Crime Drama,mobster money problems borrow trouble classmates,Dan Stevens John Travolta Michael Pitt Jackie Earle Haley Travis Aaron Wade,Jackie Earle Haley, 
3410,Aimee & Jaguar,Drama History Romance,berlin jew forbidden love lesbian relationship homosexuality,Maria Schrader Juliane K\u00f6hler Johanna Wokalek Heike Makatsch Elisabeth Degen,Max F\u00e4rberb\u00f6ck, 
3411,The Chumscrubber,Comedy Drama,suicide father son relationship surreal independent film parallel world,Jamie Bell Camilla Belle Justin Chatwin Glenn Close Kathi Copeland,Arie Posin, 
3412,Shade,Action Thriller Crime,,Stuart Townsend Gabriel Byrne Thandie Newton Jamie Foxx Roger Guenveur Smith,Damian Nieman, 
3413,House at the End of the Street,Horror Thriller,mother daughter relationship cross dressing violence mother son relationship father son conflict,Jennifer Lawrence Max Thieriot Elisabeth Shue Gil Bellows Nolan Gerard Funk,Mark Tonderai, 
3414,Incendies,Drama War Mystery,prison middle east rape muslim militia,Lubna Azabal M\u00e9lissa D\u00e9sormeaux-Poulin Maxim Gaudette R\u00e9my Girard Allen Altman,Denis Villeneuve, 
3415,"Remember Me, My Love",Drama Comedy Romance,eroticism,Fabrizio Bentivoglio Laura Morante Monica Bellucci Silvio Muccino Nicoletta Romanoff,Gabriele Muccino, 
3416,Perrier’s Bounty,Action Comedy Crime Drama,suspense,Cillian Murphy Brendan Gleeson Jim Broadbent Padraic Delaney Natalie Britton,Ian Fitzgibbon, 
3417,Elite Squad,Drama Action Crime,slum police brutality brazilian war on drugs rio de janeiro,Wagner Moura Caio Junqueira Andr\u00e9 Ramiro Milhem Cortaz Fernanda Machado,Jos\u00e9 Padilha, 
3418,Annabelle,Horror,prequel evil doll killer doll spin off doll,Annabelle Wallis Ward Horton Tony Amendola Alfre Woodard Eric Ladin,John R. Leonetti, 
3419,Bran Nue Dae,Comedy Drama Foreign Romance,musical woman director,Rocky McKenzie Geoffrey Rush Jessica Mauboy Ernie Dingo Missy Higgins,Rachel Perkins, 
3420,Boyz n the Hood,Crime Drama,street gang black people rap music hip-hop street war,Laurence Fishburne Cuba Gooding Jr. Ice Cube Morris Chestnut Angela Bassett,John Singleton, 
3421,La Bamba,Drama Music,musical death dying young nostalgic mexican american,Lou Diamond Phillips Danielle von Zerneck Elizabeth Pe\u00f1a Rosanna DeSoto Esai Morales,Luis Valdez, 
3422,The Four Seasons,Comedy Drama Romance,,Alan Alda Carol Burnett Len Cariou Sandy Dennis Rita Moreno,Alan Alda, 
3423,Dressed to Kill,Horror Mystery Thriller,transvestism taxi prostitute subway shower,Michael Caine Angie Dickinson Nancy Allen Keith Gordon Dennis Franz,Brian De Palma, 
3424,The Adventures of Huck Finn,Action Adventure Drama Family,southern accent wanted man lynch mob reflection in water lesson,Elijah Wood Courtney B. Vance Robbie Coltrane Jason Robards Ron Perlman,Stephen Sommers, 
3425,Go,Crime Comedy Thriller,ecstasy drug dealing drug reference to family circus high,Sarah Polley Katie Holmes Jay Mohr Timothy Olyphant William Fichtner,Doug Liman, 
3426,Friends with Money,Comedy Drama Romance,midlife crisis marriage money divorce fashion,Catherine Keener Jason Isaacs Timm Sharp Jennifer Aniston Joan Cusack,Nicole Holofcener, 
3427,The Andromeda Strain,Science Fiction Thriller,nasa new mexico biological weapon epilepsy secret lab,Arthur Hill David Wayne James Olson Kate Reid Paula Kelly,Robert Wise, 
3428,Bats,Horror Thriller,mutation bat attack closed mine bat attack,Lou Diamond Phillips Dina Meyer Bob Gunton Leon Robinson Carlos Jacott,Louis Morneau, 
3429,Nowhere in Africa,Drama,loss of family emigration world war ii jew national socialism,Juliane K\u00f6hler Merab Ninidze Sidede Onyulo Matthias Habich Lea Kurka,Caroline Link, 
3430,Shame,Drama,pornography brother sister relationship sex addiction new york city thirty something,Michael Fassbender Carey Mulligan James Badge Dale Nicole Beharie Alex Manette,Steve McQueen, 
3431,Layer Cake,Drama Thriller Crime,kidnapping ecstasy drug traffic drug mule hitman,Daniel Craig Tom Hardy Colm Meaney George Harris Sally Hawkins,Matthew Vaughn, 
3432,The Work and the Glory II: American Zion,Drama,,Sam Hennings Brenda Strong Eric Johnson Alexander Carroll Brighton Hertford,Sterling Van Wagenen, 
3433,The East,Drama Thriller,secret organization murder environmentalism vanity film eco-terrorists,Brit Marling Alexander Skarsg\u00e5rd Ellen Page Toby Kebbell Shiloh Fernandez,Zal Batmanglij, 
3434,A Home at the End of the World,Romance Drama,gay aids based on novel art house tantrum,Colin Farrell Dallas Roberts Robin Wright Sissy Spacek Ryan Donowho,Michael Mayer, 
3435,Aberdeen,Drama Comedy Foreign,alcohol cocaine daughter road trip independent film,Stellan Skarsg\u00e5rd Lena Headey Ian Hart Charlotte Rampling Louise Goodall,Hans Petter Moland, 
3436,The Messenger,Drama History,independent film wounded soldier iraq war,Ben Foster Woody Harrelson Jena Malone Eamonn Walker Samantha Morton,Oren Moverman, 
3437,Tracker,Action Drama Thriller Adventure,,Ray Winstone Temuera Morrison Andy Anderson Gareth Reeves Mark Mitchinson,Ian Sharp, 
3438,Control,Drama,manchester city medicine new love epilepsy wife,Sam Riley Samantha Morton Alexandra Maria Lara Joe Anderson James Anthony Pearson,Anton Corbijn, 
3439,The Terminator,Action Thriller Science Fiction,saving the world artificial intelligence rebel cyborg shotgun,Arnold Schwarzenegger Michael Biehn Linda Hamilton Paul Winfield Lance Henriksen,James Cameron, 
3440,"Good bye, Lenin!",Comedy Drama Romance,bureaucracy berlin wall police state coma loss of mother,Daniel Br\u00fchl Katrin Sass Chulpan Khamatova Maria Simon Florian Lukas,Wolfgang Becker, 
3441,The Damned United,Drama,england leeds united sport brighton soccer,Michael Sheen Timothy Spall Colm Meaney Jim Broadbent Maurice Roeves,Tom Hooper, 
3442,The Return of the Living Dead,Comedy Horror,female nudity crematorium nudity punk company,Clu Gulager James Karen Don Calfa Thom Mathews John Philbin,Dan O'Bannon, 
3443,Mallrats,Romance Comedy,sex game show slacker shopping mall,Jason Lee Jeremy London Shannen Doherty Claire Forlani Ben Affleck,Kevin Smith, 
3444,Grease,Romance,flying car street gang running graduation musical,John Travolta Olivia Newton-John Stockard Channing Jeff Conaway Didi Conn,Randal Kleiser, 
3445,Platoon,Drama War Action,famous score hero mine vietnam war village,Tom Berenger Charlie Sheen Willem Dafoe Forest Whitaker John C. McGinley,Oliver Stone, 
3446,Fahrenheit 9/11,Documentary,usa president jihad saudi arabia war on terror iraq,Robert De Niro Michael Moore George W. Bush Ben Affleck Stevie Wonder,Michael Moore, 
3447,Butch Cassidy and the Sundance Kid,History Drama Western Crime,wyoming historical figure loot sharing,Paul Newman Robert Redford Katharine Ross Strother Martin Henry Jones,George Roy Hill, 
3448,Mary Poppins,Comedy Family Fantasy,london england dancing parents kids relationship bank brother sister relationship,Julie Andrews Dick Van Dyke David Tomlinson Glynis Johns Hermione Baddeley,Robert Stevenson, 
3449,Ordinary People,Drama,post traumatic stress  disorder depression suicide attempt grief dysfunctional family,Donald Sutherland Mary Tyler Moore Judd Hirsch Timothy Hutton M. Emmet Walsh,Robert Redford, 
3450,West Side Story,Crime Drama Music,slum street gang love at first sight showdown puerto rican,Natalie Wood Richard Beymer Russ Tamblyn Rita Moreno George Chakiris,Robert Wise, 
3451,Caddyshack,Comedy,golf underwear sport golf course gopher,Chevy Chase Rodney Dangerfield Ted Knight Michael O'Keefe Bill Murray,Harold Ramis, 
3452,The Brothers,Comedy Drama Romance,independent film track and field gangster rap,Morris Chestnut D. L. Hughley Bill Bellamy Shemar Moore Tatyana Ali,Gary Hardwick, 
3453,The Wood,Comedy Drama Romance,,Omar Epps Richard T. Jones Taye Diggs Malinda Williams Sean Nelson,Rick Famuyiwa, 
3454,The Usual Suspects,Drama Crime Thriller,law relatives theft criminal criminal mastermind,Stephen Baldwin Gabriel Byrne Chazz Palminteri Kevin Pollak Pete Postlethwaite,Bryan Singer, 
3455,A Nightmare on Elm Street 5: The Dream Child,Horror Thriller,nun baby monster asylum nightmare,Robert Englund Lisa Wilcox Erika Anderson Valorie Armstrong Michael Ashton,Stephen Hopkins, 
3456,National Lampoon’s Van Wilder,Comedy Romance,male nudity female nudity sex college locker room,Ryan Reynolds Tara Reid Tim Matheson Kal Penn Simon Helberg,Walt Becker, 
3457,The Wrestler,Drama Romance,supermarket heart attack ambition daughter wrestling,Mickey Rourke Marisa Tomei Evan Rachel Wood Mark Margolis Todd Barry,Darren Aronofsky, 
3458,Duel in the Sun,Western,half breed,Jennifer Jones Joseph Cotten Gregory Peck Lionel Barrymore Herbert Marshall,King Vidor, 
3459,Best in Show,Comedy,illinois pet shop poodle independent film mockumentary,Jay Brazeau Parker Posey Michael Hitchcock Catherine O'Hara Eugene Levy,Christopher Guest, 
3460,Escape from New York,Science Fiction Action,taxi street gang usa president war veteran hostage,Kurt Russell Lee Van Cleef Ernest Borgnine Donald Pleasence Isaac Hayes,John Carpenter, 
3461,School Daze,Comedy Drama,musical,Samuel L. Jackson Laurence Fishburne Giancarlo Esposito Tisha Campbell-Martin Ossie Davis,Spike Lee, 
3462,Daddy Day Camp,Comedy Family,competition grandfather grandson relationship vomit summer camp toilet,Cuba Gooding Jr. Tamala Jones Paul Rae Lochlyn Munro Richard Gant,Fred Savage, 
3463,Mr. Nice Guy,Crime Action Comedy,journalist martial arts cook drug dealer,Jackie Chan Richard Norton Miki Lee Gabrielle Fitzpatrick Karen McLymont,Sammo Hung, 
3464,A Mighty Wind,Comedy Music,mockumentary folk singer,Bob Balaban Christopher Guest John Michael Higgins Eugene Levy Jane Lynch,Christopher Guest, 
3465,Mystic Pizza,Comedy Drama Romance,independent film commitment lobster portuguese american,Annabeth Gish Julia Roberts Lili Taylor Vincent D'Onofrio William R. Moses,Donald Petrie, 
3466,Sliding Doors,Comedy Drama Fantasy Romance,double life commercial fantasy chance marketing,Gwyneth Paltrow John Hannah John Lynch Jeanne Tripplehorn Zara Turner,Peter Howitt, 
3467,Tales from the Hood,Crime Horror Thriller,prison child abuse ku klux klan police brutality ghetto,Clarence Williams III Corbin Bernsen David Alan Grier Wings Hauser Duane Whitaker,Rusty Cundieff, 
3468,The Last King of Scotland,Drama,dictator 1970s general kidnapping naivety,Forest Whitaker James McAvoy Simon McBurney Gillian Anderson Kerry Washington,Kevin Macdonald, 
3469,Halloween 5: The Revenge of Michael Myers,Horror Thriller,sheriff barn black sequel boogeyman,Donald Pleasence Danielle Harris Ellie Cornell Beau Starr Don Shanks,Dominique Othenin-Girard, 
3470,Bernie,Comedy Crime Drama,prison visit funeral director funeral home amateur theater embezzlement,Jack Black Shirley MacLaine Matthew McConaughey Brady Coleman Tommy G. Kendrick,Richard Linklater, 
3471,Dolphins and Whales: Tribes of the Ocean,Documentary,dolphin whale killer whale imax 3d,Daryl Hannah Charlotte Rampling,Jean-Jacques Mantello, 
3472,Pollock,Drama Romance,artist success relationship problems alcoholism independent film,Ed Harris Marcia Gay Harden Tom Bower Jennifer Connelly Bud Cort,Ed Harris, 
3473,200 Cigarettes,Comedy Drama Romance,new year's eve independent film relationship woman director lower east side,Ben Affleck Casey Affleck Dave Chappelle Kate Hudson Janeane Garofalo,Risa Bramon Garcia, 
3474,The Words,Drama Thriller,plagiarized book stolen novel plagiarized novel aspiring writer,Bradley Cooper Zoe Saldana Jeremy Irons Dennis Quaid Olivia Wilde,Brian Klugman, 
3475,Casa De Mi Padre,Comedy Western,mexico organized crime drug lord padre aftercreditsstinger,Will Ferrell Gael Garc\u00eda Bernal G\u00e9nesis Rodr\u00edguez Diego Luna Efren Ramirez,Matt Piedmont, 
3476,City Island,Drama Comedy,secret fetishism stripper family secrets convict,Andy Garc\u00eda Julianna Margulies Steven Strait Dominik Garc\u00eda-Lorido Ezra Miller,Raymond De Felitta, 
3477,The Guard,Action Comedy Thriller Crime,prostitute blackmail drug smuggle rural ireland dry humour,Brendan Gleeson Don Cheadle Liam Cunningham Mark Strong Katarina Cas,John Michael McDonagh, 
3478,College,Comedy,sexuality college girlfriend vomit celebration,Drake Bell Andrew Caldwell Andree Moss Carolyn Moss Wendy Talley,Deb Hagan, 
3479,The Virgin Suicides,Drama Romance,michigan 1970s youth family woman director,James Woods Kathleen Turner Kirsten Dunst Josh Hartnett Michael Par\u00e9,Sofia Coppola, 
3480,Little Voice,Comedy Drama,parents kids relationship voice loneliness independent film singer,Brenda Blethyn Michael Caine Ewan McGregor Jane Horrocks Jim Broadbent,Mark Herman, 
3481,Miss March,Comedy Romance,sex first time virgin road trip playboy,Zach Cregger Trevor Moore Raquel Alessi Craig Robinson Molly Stanton,Zach Cregger, 
3482,Wish I Was Here,Drama Comedy,jew independent film homeschooling family struggling actor,Zach Braff Kate Hudson Joey King Pierce Gagnon Donald Faison,Zach Braff, 
3483,Simply Irresistible,Comedy,restaurant department store kitchen love crab,Sarah Michelle Gellar Sean Patrick Flanery Dylan Baker Patricia Clarkson Lawrence Gilliard Jr.,Mark Tarlov, 
3484,Hedwig and the Angry Inch,Comedy Music,transvestism gay sex singer transgender,John Cameron Mitchell Miriam Shor Stephen Trask Theodore Liscinski Rob Campbell,John Cameron Mitchell, 
3485,Only the Strong,Action,,Mark Dacascos Geoffrey Lewis Stacey Travis Paco Christian Prieto Todd Susman,Sheldon Lettich, 
3486,Goddess of Love,Mystery Drama Thriller Horror,,Alexis Kendra Elizabeth Sandy Monda Scott Woody Naismith Ray Grady,Jon Knautz, 
3487,Shattered Glass,Drama History,,Hayden Christensen Peter Sarsgaard Chlo\u00eb Sevigny Rosario Dawson Melanie Lynskey,Billy Ray, 
3488,Novocaine,Comedy Crime Thriller,murder independent film drug dentist,Chelcie Ross Steve Martin Laura Dern Lynne Thigpen Polly Noonan,David Atkins, 
3489,The Business of Strangers,Drama Thriller,rape sex airport authority assistant,Julia Stiles Stockard Channing Frederick Weller Marcus Giamatti Jack Hallett,Patrick Stettner, 
3490,The Wild Bunch,Adventure Western,underdog robbery bounty hunter texas mexican revolution,William Holden Ernest Borgnine Robert Ryan Edmond O'Brien Warren Oates,Sam Peckinpah, 
3491,The Wackness,Drama,coming of age marijuana summer,Ben Kingsley Famke Janssen Josh Peck Olivia Thirlby Mary-Kate Olsen,Jonathan Levine, 
3492,The First Great Train Robbery,Thriller Adventure Drama Crime,public hanging strongbox gold theft british history historic figure,Sean Connery Donald Sutherland Lesley-Anne Down Alan Webb Malcolm Terris,Michael Crichton, 
3493,Morvern Callar,Drama,independent film woman director,Samantha Morton Kathleen McDermott James Wilson Dolly Wells Paul Popplewell,Lynne Ramsay, 
3494,Beastmaster 2: Through the Portal of Time,Action Adventure Fantasy Science Fiction,based on novel time travel sequel psychotronic sword and sandal,Marc Singer Kari Wuhrer Sarah Douglas Wings Hauser Robert Fieldsteel,Sylvio Tabet, 
3495,The 5th Quarter,Drama,american football loss of brother funeral sport prayer,Aidan Quinn Andie MacDowell Ryan Merriman Michael Harding Stacy Earl,Rick Bieber, 
3496,The Flower of Evil,Drama,return suppressed past bourgeoisie mayor elections suspense,Beno\u00eet Magimel M\u00e9lanie Doutey Suzanne Flon Bernard Le Coq Nathalie Baye,Claude Chabrol, 
3497,The Greatest,Drama,woman director,Pierce Brosnan Susan Sarandon Carey Mulligan Aaron Taylor-Johnson Johnny Simmons,Shana Feste, 
3498,Snow Flower and the Secret Fan,Drama History,fan duringcreditsstinger,Li Bingbing Jun Ji-hyun Hugh Jackman Vivian Wu Jiang Wu,Wayne Wang, 
